iter	RMSE
323	1.014841397
324	1.011214623
325	1.008327757
326	1.006387415
327	1.002915126
328	0.9979130034
329	0.9947376933
330	0.9921456527
331	0.989425195
332	0.9863684519
333	0.9820217877
334	0.977674933
335	0.9750664365
336	0.9707022662
337	0.9686516529
338	0.9645667495
339	0.9622520106
340	0.9601405026
341	0.9584552789
342	0.9549120871
343	0.9514979779
344	0.9486425227
345	0.9459850046
346	0.9431916797
347	0.9413466607
348	0.9391817776
349	0.9366320659
350	0.9346723763
351	0.9321231924
352	0.9302906399
353	0.9273182563
354	0.9252597195
355	0.9228946565
356	0.9212828923
357	0.9197402957
358	0.9173870698
359	0.9149250361
360	0.9125182679
361	0.9082170226
362	0.9063742174
363	0.9036134147
364	0.9015179558
365	0.8983335645
366	0.8951016106
367	0.8916523961
368	0.88943493
369	0.8874264436
370	0.8846070598
371	0.8822510444
372	0.8791741435
373	0.8770709009
374	0.8756537108
375	0.8719391648
376	0.8701567199
377	0.8684531109
378	0.8661547996
379	0.8637461767
380	0.8619625643
381	0.8591019792
382	0.8571753283
383	0.8545622896
384	0.852089809
385	0.8501292685
386	0.8486505628
387	0.8465323275
388	0.8448059761
389	0.8434239246
390	0.8409961395
391	0.8381746888
392	0.836243257
393	0.8341984744
394	0.8312018601
395	0.8293830909
396	0.8280711829
397	0.8257750911
398	0.824363378
399	0.8209350736
400	0.8187172412
401	0.8161288529
402	0.8133329801
403	0.8117686975
404	0.8087619645
405	0.8068282379
406	0.8042247956
407	0.8028874682
408	0.8015948062
409	0.8001035455
410	0.7987882009
411	0.7964234976
412	0.7955348873
413	0.7928624655
414	0.7916470803
415	0.7902798155
416	0.788852058
417	0.7879505787
418	0.7858907513
419	0.7831838905
420	0.7815601902
421	0.7796651291
422	0.7778845574
423	0.7763854183
424	0.7748403494
425	0.7736939533
426	0.772049642
427	0.7705776528
428	0.7685736506
429	0.7666718158
430	0.7658075013
431	0.7645429284
432	0.7631068231
433	0.7611323195
434	0.7587360099
435	0.7559569718
436	0.7539077341
437	0.7518594297
438	0.7511384906
439	0.7493973549
440	0.7468074416
441	0.7456600223
442	0.7435331641
443	0.7416975434
444	0.7406145153
445	0.7395039562
446	0.7371143913
447	0.7358867944
448	0.7342505306
449	0.7324594977
450	0.730520737
451	0.7294683864
452	0.7284318906
453	0.7266337978
454	0.7255748385
455	0.7246380807
456	0.7234748128
457	0.7210110351
458	0.7193090245
459	0.7180633429
460	0.7170810217
461	0.7147906192
462	0.7138457227
463	0.7125419822
464	0.7113929184
465	0.7104832763
466	0.7095382949
467	0.708508689
468	0.7065145279
469	0.7049576476
470	0.7031348851
471	0.7012057197
472	0.6992402874
473	0.6972435461
474	0.695481579
475	0.6934473857
476	0.6922841914
477	0.6903172517
478	0.6893781835
479	0.6874661252
480	0.6864575091
481	0.6846417134
482	0.6836023556
483	0.6818373552
484	0.6803751007
485	0.6795711597
486	0.6778166666
487	0.6758898626
488	0.6750974627
489	0.6733567471
490	0.6724028756
491	0.6709527462
492	0.6694527899
493	0.6685479751
494	0.6667543674
495	0.6651288545
496	0.6639045925
497	0.6624915883
498	0.6615250484
499	0.659789412
500	0.6578804074
501	0.6565099584
502	0.655609448
503	0.6537268675
504	0.6520687949
505	0.6510471894
506	0.6501258354
507	0.6492050905
508	0.6484963561
509	0.6477823559
510	0.6458453711
511	0.6450488957
512	0.6434827494
513	0.6426227601
514	0.6415793206
515	0.6408989771
516	0.6393594327
517	0.6380894278
518	0.6372293733
519	0.6358368991
520	0.6343780908
521	0.6336794348
522	0.632814885
523	0.6319454306
524	0.6309857483
525	0.6293769037
526	0.6286204143
527	0.6270434978
528	0.62628321
529	0.625359256
530	0.6235403405
531	0.6228969716
532	0.6222776642
533	0.6212524912
534	0.6205309705
535	0.6190296524
536	0.6169258145
537	0.615314992
538	0.6143861982
539	0.6135780293
540	0.6129043664
541	0.6113431383
542	0.6107229279
543	0.6091353368
544	0.6080241892
545	0.6069031338
546	0.6062328459
547	0.6050312475
548	0.6031443646
549	0.6020941494
550	0.6008199361
551	0.6000785688
552	0.5986589349
553	0.5976668195
554	0.5969257568
555	0.5958617833
556	0.5945562679
557	0.5928693518
558	0.5916251771
559	0.5906286896
560	0.5896377045
561	0.5886737668
562	0.5878919664
563	0.5866522851
564	0.5861416983
565	0.5844571298
566	0.5833197865
567	0.5818542422
568	0.5808538616
569	0.5793698892
570	0.5786481404
571	0.577531912
572	0.5767807498
573	0.5760074618
574	0.574414443
575	0.5736503171
576	0.5726761966
577	0.5709835744
578	0.5699119816
579	0.5694118324
580	0.5683733046
581	0.5677900215
582	0.566748465
583	0.565540059
584	0.5640292278
585	0.5633362351
586	0.5627073408
587	0.5616105767
588	0.5608818496
589	0.5602752245
590	0.5585447654
591	0.5574156079
592	0.5562221479
593	0.555449596
594	0.5548283047
595	0.5541434002
596	0.5527051695
597	0.5514828918
598	0.5501264743
599	0.5497984754
600	0.5491172039
601	0.5479052903
602	0.5474363167
603	0.5468849542
604	0.5455857217
605	0.5451355603
606	0.5445762532
607	0.543034038
608	0.5422387503
609	0.5411550968
610	0.5405116121
611	0.5395706534
612	0.5384926573
613	0.5374313543
614	0.5368927886
615	0.5361826361
616	0.5349532657
617	0.5334924987
618	0.5324473616
619	0.5316336457
620	0.5310906635
621	0.5300873825
622	0.5296050404
623	0.529022342
624	0.5283235919
625	0.5278233663
626	0.5274781786
627	0.5265707616
628	0.5248952385
629	0.5238595424
630	0.5234931983
631	0.5230917479
632	0.5218581636
633	0.520799357
634	0.5201475191
635	0.5197460654
636	0.5186287116
637	0.5174970783
638	0.5164997361
639	0.5158411343
640	0.5146141407
641	0.5137072672
642	0.512408567
643	0.5110797268
644	0.510125459
645	0.5090200167
646	0.5085262555
647	0.5073431448
648	0.5067432527
649	0.5053695731
650	0.5041915431
651	0.5033283138
652	0.5025855722
653	0.5021329455
654	0.5015533708
655	0.5005992105
656	0.4996433171
657	0.4990934347
658	0.4984992964
659	0.4977775988
660	0.4967294813
661	0.4956226246
662	0.4952009421
663	0.4947392434
664	0.4936069449
665	0.4927876961
666	0.4918126954
667	0.4906103466
668	0.4901302395
669	0.4898152913
670	0.4894799412
671	0.4890155258
672	0.4886946108
673	0.4881354588
674	0.487305689
675	0.4869438293
676	0.4857417946
677	0.484864739
678	0.4840796351
679	0.4834037
680	0.4830352659
681	0.4819380569
682	0.4816092099
683	0.4811652578
684	0.4802464491
685	0.4790800529
686	0.4783882921
687	0.4770461174
688	0.4763512248
689	0.4757414735
690	0.4751042238
691	0.4740979504
692	0.4737209858
693	0.472705217
694	0.4723962681
695	0.472018692
696	0.4712476669
697	0.4704107894
698	0.4695403389
699	0.4690939898
700	0.4685595211
701	0.4676048622
702	0.4671032168
703	0.4659942633
704	0.4651467002
705	0.4641517139
706	0.4634232186
707	0.4631039036
708	0.46228489
709	0.4613133232
710	0.4608947055
711	0.460179919
712	0.4595359356
713	0.4586367896
714	0.4581804141
715	0.4571618799
716	0.4565798414
717	0.4561868487
718	0.455763258
719	0.4548945622
720	0.4546448982
721	0.4543670646
722	0.4534472863
723	0.4531125092
724	0.4526340877
725	0.451907622
726	0.4514489127
727	0.4509482698
728	0.4501729217
729	0.4493923732
730	0.4482867042
731	0.4475641662
732	0.4471812582
733	0.4461173834
734	0.4451891057
735	0.4443758084
736	0.4438722711
737	0.4431107471
738	0.4424552196
739	0.441907375
740	0.4415383354
741	0.4403954678
742	0.4398917968
743	0.4395929339
744	0.439064435
745	0.4384324273
746	0.4381041483
747	0.4377550647
748	0.4372590824
749	0.436632722
750	0.4361625646
751	0.4358798507
752	0.434930648
753	0.4340315362
754	0.4331498221
755	0.4328243596
756	0.4324604411
757	0.432226542
758	0.431681671
759	0.4312583664
760	0.4308378815
761	0.4301265873
762	0.4295187086
763	0.4288330167
764	0.4280870772
765	0.4273655013
766	0.4267034143
767	0.4259002763
768	0.4250192012
769	0.424171918
770	0.4239033593
771	0.4235201458
772	0.4232749176
773	0.4227582202
774	0.4224651067
775	0.4216380238
776	0.4210095407
777	0.4200957939
778	0.4192493882
779	0.4188687793
780	0.4184800079
781	0.4178324515
782	0.4172398426
783	0.4165982171
784	0.4162718115
785	0.4156397121
786	0.414962294
787	0.4143716954
788	0.4137037282
789	0.412669239
790	0.4121191157
791	0.4118475829
792	0.4110819496
793	0.4106881629
794	0.4103758735
795	0.4098845469
796	0.4091013842
797	0.4086527939
798	0.4077745301
799	0.4070502797
800	0.4063566892
801	0.4058012294
802	0.4050750144
803	0.4044856423
804	0.4036020965
805	0.4029363183
806	0.4022229703
807	0.4017439301
808	0.400870457
809	0.400144356
810	0.3995178631
811	0.3987636724
812	0.3981845931
813	0.3978726945
814	0.3974744038
815	0.3971512994
816	0.3968663922
817	0.396453214
818	0.3959140274
819	0.395667012
820	0.39495274
821	0.394446863
822	0.3936052753
823	0.3929767884
824	0.3924480844
825	0.3921178652
826	0.391761256
827	0.3914010377
828	0.3910977167
829	0.3905084397
830	0.3901078215
831	0.3897550102
832	0.3890625684
833	0.3885231567
834	0.3881470276
835	0.3876089902
836	0.3869389387
837	0.3864089445
838	0.3861352796
839	0.3854529311
840	0.3847520441
841	0.3844051584
842	0.3837047609
843	0.3831171843
844	0.3828604353
845	0.3823709568
846	0.3818673921
847	0.3812259547
848	0.3809201362
849	0.3805747654
850	0.3802371507
851	0.3795325391
852	0.3790869078
853	0.3788504331
854	0.3786312097
855	0.3777919673
856	0.3771629998
857	0.3764725268
858	0.3759639945
859	0.3753079648
860	0.3748440565
861	0.3746296045
862	0.3744425624
863	0.3741697505
864	0.3739414007
865	0.3734580404
866	0.3730089841
867	0.3723473027
868	0.3720662893
869	0.3715509845
870	0.3712299652
871	0.3710162759
872	0.3704519132
873	0.3698039259
874	0.3692669401
875	0.3687761506
876	0.3683780191
877	0.3678237879
878	0.3674835437
879	0.3669489253
880	0.3667747479
881	0.3661998363
882	0.3656974649
883	0.3654227117
884	0.3648859434
885	0.364154515
886	0.363890015
887	0.3634906169
888	0.3632975959
889	0.3629583535
890	0.3625133449
891	0.3619736547
892	0.3613659692
893	0.3610722599
894	0.3604877365
895	0.3600094108
896	0.359522347
897	0.3592665789
898	0.3587662597
899	0.3582302537
900	0.3579993292
901	0.3577824086
902	0.3573917443
903	0.3568826579
904	0.3563039245
905	0.3560876403
906	0.3558980813
907	0.3553378466
908	0.3548998721
909	0.3544683018
910	0.3541975781
911	0.3536664283
912	0.3531334585
913	0.3526062569
914	0.352017097
915	0.3515901243
916	0.3510118851
917	0.3506087213
918	0.3501607991
919	0.3497906501
920	0.3496054816
921	0.3492417996
922	0.3486588143
923	0.3483776465
924	0.3481345764
925	0.3476332487
926	0.3472183762
927	0.346953612
928	0.3464475906
929	0.3460456415
930	0.3458350228
931	0.3453961122
932	0.3447887097
933	0.3441155307
934	0.3435262543
935	0.3432214958
936	0.3428550925
937	0.3427054692
938	0.3425132125
939	0.3420855925
940	0.3416385951
941	0.3412527024
942	0.3408414466
943	0.3403457301
944	0.3398222608
945	0.3393601482
946	0.3387394567
947	0.3385710374
948	0.3382044432
949	0.3377363149
950	0.3375767428
951	0.3372328619
952	0.3370144973
953	0.3365167402
954	0.3361681456
955	0.3359611603
956	0.3357719229
957	0.3353114647
958	0.3348645984
959	0.3344199769
960	0.3340486078
961	0.3338233634
962	0.3334460619
963	0.3329007719
964	0.3327102156
965	0.3324648706
966	0.3321420817
967	0.3319217382
968	0.3313894205
969	0.3310611709
970	0.3308576599
971	0.3304775172
972	0.33023208
973	0.3294682448
974	0.3290456691
975	0.3284836419
976	0.32806704
977	0.3278650707
978	0.3276285913
979	0.3270572865
980	0.3266384694
981	0.3262130511
982	0.3259512363
983	0.3255538314
984	0.3251755885
985	0.3248189925
986	0.3243586476
987	0.3240613139
988	0.3238042749
989	0.3234775525
990	0.3231333317
991	0.322772408
992	0.3225548176
993	0.3223162887
994	0.3220663656
995	0.3216319734
996	0.321476218
997	0.3212259522
998	0.3208876772
999	0.3205144691
